atividade_produtiva,municipio_ibge,count
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Extrativismo Vegetal",Monte Santo do Tocantins,1
"Bovinocultura de Leite, Avicultura, Suinocultura, Apicultura/meliponicultura",Santa Fé do Araguaia,1
"Avicultura, Mandiocultura, Culturas Anuais",Figueirópolis,1
"Bovinocultura de corte, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Fruticultura",Barrolândia,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Pisicultura",Fortaleza do Tabocão,1
"Bovinocultura de corte, Avicultura, Mandiocultura, Culturas Anuais",Monte do Carmo,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Olericultura",Gurupi,1
"Bovinocultura de Leite, Pisicultura",dois Irmãos do Tocantins,1
Olericultura,Filadélfia,1
"Avicultura, Olericultura",Xambioá,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Fruticultura",Miranorte,1
"Bovinocultura de corte, Avicultura, Mandiocultura, Culturas Anuais",Monte do Carmo,1
"Bovinocultura de corte, Avicultura",Rio Sono,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Olericultura",Babaçulândia,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura",dois Irmãos do Tocantins,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura",Pedro Afonso,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura",Marianópolis do Tocantins,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura",Guaraí,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura",Guaraí,1
Culturas Anuais,Tupirama,1
Bovinocultura de corte,Palmeiras do Tocantins,1
"Bovinocultura de corte, Avicultura, Mandiocultura, Culturas Anuais",Sítio Novo do Tocantins,1
"Bovinocultura de corte, Avicultura",Dueré,1
"Avicultura, Suinocultura, Pisicultura, Mandiocultura, Olericultura",Xambioá,1
"Bovinocultura de Leite, Pisicultura",Xambioá,1
"Bovinocultura de Leite, Pisicultura",Goiatins,1
Fruticultura,Novo Jardim,1
Olericultura,Porto Nacional,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Culturas Anuais",Angico,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Culturas Anuais",Paranã,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Culturas Anuais",Dianópolis,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Culturas Anuais",Paranã,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Apicultura/meliponicultura, Culturas Anuais",Cachoeirinha,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Suinocultura, Pisicultura, PIMENTA DO REINO",Fortaleza do Tabocão,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Suinocultura, Mandiocultura, Culturas Anuais",Cristalândia,1
"Bovinocultura de corte, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura",Filadélfia,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Fruticultura",Silvanópolis,1
"Bovinocultura de corte, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Mandiocultura, Culturas Anuais",,1
"Bovinocultura de corte, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Mandiocultura, Culturas Anuais",Divinópolis do Tocantins,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Pisicultura, Mandiocultura, Culturas Anuais",Piraquê,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Fruticultura, Culturas Anuais, Extrativismo Vegetal",Nova Olinda,1
"Avicultura, Apicultura/meliponicultura, Pisicultura, Mandiocultura",Pugmil,1
"Bovinocultura de corte, Avicultura",Gurupi,1
Mandiocultura,Dianópolis,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Culturas Anuais",Piraquê,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Culturas Anuais",Dianópolis,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Culturas Anuais",Bandeirantes do Tocantins,1
"Bovinocultura de corte, Pisicultura",Divinópolis do Tocantins,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Pisicultura, Extrativismo Vegetal",Nova Olinda,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Extrativismo Vegetal",Nova Olinda,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Extrativismo Vegetal",Bandeirantes do Tocantins,1
"Bovinocultura de Leite, Avicultura, Pisicultura, Mandiocultura, Culturas Anuais",Axixá do Tocantins,1
Bovinocultura de Leite,Filadélfia,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Culturas Anuais, Extrativismo Vegetal",São Miguel do Tocantins,1
"Bovinocultura de corte, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Culturas Anuais",Novo Acordo,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Pisicultura, Mandiocultura, Olericultura, Culturas Anuais",Piraquê,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Olericultura, Culturas Anuais",Angico,1
"Bovinocultura de corte, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Pisicultura, Mandiocultura, Olericultura",Abreulândia,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Pisicultura, Mandiocultura, Olericultura, Culturas Anuais",Dianópolis,1
"Bovinocultura de corte, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Pisicultura, Mandiocultura, Culturas Anuais",Goiatins,1
"Bovinocultura de Leite, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Apicultura/meliponicultura, Mandiocultura, Culturas Anuais",Luzinópolis,1
"Bovinocultura de corte, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Olericultura, Culturas Anuais",Aurora do Tocantins,1
"Bovinocultura de corte, Bovinocultura de Leite, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Fruticultura, Culturas Anuais, Extrativismo Vegetal",Araguatins,1
"Bovinocultura de corte, Pisicultura",dois Irmãos do Tocantins,1
Culturas Anuais,Palmeiras do Tocantins,1
"Avicultura, Mandiocultura, Culturas Anuais",Babaçulândia,1
"Bovinocultura de corte, Avicultura, Suinocultura, Culturas Anuais",Araguaçu,1
"Bovinocultura de corte, Pisicultura",Santa Fé do Araguaia,1
"Bovinocultura de corte, Avicultura, Suinocultura, Culturas Anuais",Barrolândia,1
"Bovinocultura de corte, Avicultura",Caseara,1
Fruticultura,Miracema do Tocantins,1
Pisicultura,Miranorte,1
"Bovinocultura de corte, Avicultura, Suinocultura, Olericultura, Culturas Anuais",Almas,1
Fruticultura,Rio Sono,1
Fruticultura,Dianópolis,1
"Bovinocultura de corte, Pisicultura",Rio Sono,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Extrativismo Vegetal",Nova Olinda,1
"Avicultura, Mandiocultura, Culturas Anuais, Extrativismo Vegetal",Pium,1
Bovinocultura de corte,Itaporã do Tocantins,1
"Bovinocultura de corte, Avicultura",Chapada de Areia,1
Bovinocultura de corte,Ponte Alta do Bom Jesus,1
"Avicultura, Olericultura",Filadélfia,1
Bovinocultura de Leite,Palmas,1
"Avicultura, Fruticultura",Chapada de Areia,1
"Avicultura, Fruticultura",Filadélfia,1
"Avicultura, Olericultura",Araguatins,1
"Pisicultura, Fruticultura",Alvorada,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",Xambioá,1
"Fruticultura, Olericultura",Xambioá,1
"Fruticultura, Olericultura",Ponte Alta do Bom Jesus,1
"Suinocultura, Fruticultura",Nova Rosalândia,1
"Mandiocultura, Fruticultura",Palmeirópolis,1
"Mandiocultura, Fruticultura",Cristalândia,1
"Mandiocultura, Fruticultura",Tocantínia,1
"Mandiocultura, Fruticultura",Rio Sono,1
"Mandiocultura, Fruticultura",Ponte Alta do Bom Jesus,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",Dianópolis,1
"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura, Culturas Anuais",Fortaleza do Tabocão,1
Bovinocultura de corte,dois Irmãos do Tocantins,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Pisicultura, Fruticultura, Olericultura, Culturas Anuais, Extrativismo Vegetal",Nova Olinda,1
"Bovinocultura de Leite, Fruticultura",Itaporã do Tocantins,1
Olericultura,Silvanópolis,1
"Fruticultura, Culturas Anuais",Rio dos Bois,1
"Avicultura, Extrativismo Vegetal",Lajeado,1
"Avicultura, Culturas Anuais, Café",Araguanã,1
"Bovinocultura de Leite, Avicultura",Miranorte,1
"Bovinocultura de corte, Fruticultura",Miracema do Tocantins,1
"Bovinocultura de corte, Fruticultura",Chapada de Areia,1
"Bovinocultura de corte, Fruticultura",Pium,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",Marianópolis do Tocantins,1
"Avicultura, Fruticultura, Olericultura",Abreulândia,1
Olericultura,Axixá do Tocantins,1
"Avicultura, Mandiocultura, Fruticultura",Barrolândia,1
"Avicultura, Mandiocultura, Fruticultura",Araguaína,1
"Avicultura, Mandiocultura, Fruticultura",Rio dos Bois,1
Fruticultura,Pedro Afonso,1
PESCA ARTESANAL,Esperantina,1
"Avicultura, Olericultura",Tocantínia,1
"Bovinocultura de corte, Avicultura",Miranorte,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",Novo Jardim,1
"Avicultura, Suinocultura, Mandiocultura",Novo Jardim,1
"Bovinocultura de corte, Avicultura",Pium,1
Bovinocultura de corte,Aliança do Tocantins,1
"Mandiocultura, Fruticultura, Olericultura",Pugmil,1
"Mandiocultura, Fruticultura, Olericultura",Palmeiras do Tocantins,1
"Mandiocultura, Fruticultura, Olericultura",Rio da Conceição,1
"Bovinocultura de corte, Avicultura, Banana",dois Irmãos do Tocantins,1
"Fruticultura, Olericultura, Culturas Anuais",darcinópolis,1
"Mandiocultura, Olericultura, Culturas Anuais",Riachinho,1
Bovinocultura de corte,Dianópolis,1
"Bovinocultura de Leite, Avicultura, Pisicultura",Chapada de Areia,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Fruticultura, Extrativismo Vegetal",Nova Olinda,1
"Bovinocultura de corte, Fruticultura",Tocantínia,1
"Bovinocultura de Leite, Avicultura, Suinocultura",Aurora do Tocantins,1
"Avicultura, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais",dois Irmãos do Tocantins,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",Aragominas,1
"Bovinocultura de corte, Avicultura, Fruticultura",Aragominas,1
"Bovinocultura de corte, Avicultura, Fruticultura",Aragominas,1
"Bovinocultura de corte, Avicultura, Suinocultura",Pium,1
"Bovinocultura de corte, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Extrativismo Vegetal",Fátima,1
"Bovinocultura de corte, Avicultura, Mandiocultura",Araguaína,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",Miranorte,1
"Mandiocultura, Fruticultura, Extrativismo Vegetal",Sítio Novo do Tocantins,1
"Bovinocultura de corte, Bovinocultura de Leite, Avicultura, Suinocultura, Apicultura/meliponicultura, Fruticultura, Olericultura, Extrativismo Vegetal",Araguaína,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Culturas Anuais",Caseara,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Culturas Anuais",Sítio Novo do Tocantins,1
"Avicultura, Olericultura",São Miguel do Tocantins,1
Olericultura,Porto Alegre do Tocantins,1
Bovinocultura de Leite,Tocantínia,1
"Bovinocultura de Leite, Fruticultura, Olericultura",Araguaína,1
"Avicultura, Ovinocaprinocultura, Mandiocultura, Fruticultura",Esperantina,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",Abreulândia,1
Bovinocultura de corte,Filadélfia,1
"Bovinocultura de corte, Fruticultura, Olericultura",Colméia,1
"Avicultura, Pisicultura, Fruticultura, Olericultura",Chapada de Areia,1
"Bovinocultura de Leite, Avicultura, Culturas Anuais",Palmeiras do Tocantins,1
"Bovinocultura de Leite, Mandiocultura, Olericultura",Guaraí,1
"Bovinocultura de Leite, Mandiocultura, Olericultura",Guaraí,1
"Bovinocultura de corte, Mandiocultura, Fruticultura",Araguaína,1
"Bovinocultura de corte, Mandiocultura, Fruticultura",Ipueiras,1
"Bovinocultura de corte, Mandiocultura, Fruticultura",Ponte Alta do Bom Jesus,1
"Bovinocultura de corte, Mandiocultura, Fruticultura",Ponte Alta do Bom Jesus,1
"Avicultura, Mandiocultura, Fruticultura, Olericultura",Monte do Carmo,1
"Bovinocultura de corte, Mandiocultura, Culturas Anuais",Pugmil,1
"Pisicultura, Mandiocultura, Fruticultura, Olericultura",Palmeiras do Tocantins,1
"Avicultura, Suinocultura, Mandiocultura, Fruticultura",Nova Olinda,1
"Avicultura, Fruticultura, Olericultura, Culturas Anuais",Palmeiras do Tocantins,1
Bovinocultura de corte,Novo Jardim,1
"Avicultura, Suinocultura, Fruticultura, Culturas Anuais",Caseara,1
"Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",Araguaína,1
"Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",dois Irmãos do Tocantins,1
"Avicultura, Mandiocultura, Fruticultura, Olericultura",Palmeirópolis,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",Talismã,1
"Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",Araguaína,1
"Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",Bom Jesus do Tocantins,1
"Bovinocultura de corte, Olericultura",Colméia,1
"Avicultura, Olericultura",Palmeiras do Tocantins,1
"Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",darcinópolis,1
"Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",Palmas,1
"Avicultura, Suinocultura, Mandiocultura, cana de açucar",Gurupi,1
"Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",Palmeiras do Tocantins,1
"Bovinocultura de corte, Fruticultura, Extrativismo Vegetal,",Barrolândia,1
"Avicultura, Mandiocultura, Fruticultura, Extrativismo Vegetal",Caseara,1
"Bovinocultura de corte, Suinocultura",Xambioá,1
"Bovinocultura de Leite, Avicultura, Suinocultura, Fruticultura",Ananás,1
"Bovinocultura de Leite, Avicultura, Suinocultura, Olericultura",Dianópolis,1
"Bovinocultura de corte, Avicultura, Suinocultura, Fruticultura",Silvanópolis,1
"Bovinocultura de corte, Mandiocultura, Fruticultura",dois Irmãos do Tocantins,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",Miracema do Tocantins,1
"Bovinocultura de corte, Avicultura",Miranorte,1
"Bovinocultura de corte, Avicultura, Suinocultura, Fruticultura",Cristalândia,1
"Avicultura, Suinocultura, Apicultura/meliponicultura, Mandiocultura, Fruticultura, Olericultura",Palmas,1
Ovinocaprinocultura,Palmeiras do Tocantins,1
"Avicultura, Olericultura",Aguiarnópolis,1
"Bovinocultura de corte, Avicultura, Suinocultura, Olericultura",Caseara,1
"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura",Ananás,1
"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura",Barrolândia,1
"Bovinocultura de corte, Avicultura, Mandiocultura, Fruticultura",Itaguatins,1
"Bovinocultura de corte, Avicultura, Mandiocultura, Fruticultura",São Salvador do Tocantins,1
Bovinocultura de corte,Dianópolis,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",Silvanópolis,1
"Bovinocultura de corte, Avicultura, Suinocultura, Fruticultura, Culturas Anuais",Monte Santo do Tocantins,1
"Avicultura, Pisicultura, Olericultura",Xambioá,1
"Bovinocultura de corte, Pisicultura, Mandiocultura, Fruticultura",Rio Sono,1
"Bovinocultura de corte, Avicultura, Mandiocultura, Culturas Anuais",Babaçulândia,1
"Bovinocultura de corte, Avicultura, Mandiocultura, Culturas Anuais",Araguaína,1
"Avicultura, Suinocultura, Pisicultura, Mandiocultura, Culturas Anuais",Praia Norte,1
"Bovinocultura de Leite, Mandiocultura",Chapada de Areia,1
"Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",Piraquê,1
"Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",dois Irmãos do Tocantins,1
"Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",Tupirama,1
"Bovinocultura de Leite, Avicultura, Mandiocultura, Fruticultura, Olericultura",Pium,1
Bovinocultura de corte,Aparecida do Rio Negro,1
Bovinocultura de Leite,Caseara,1
"Avicultura, Olericultura",Palmeiras do Tocantins,1
"Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",Araguatins,1
"Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",Araguaína,1
"Avicultura, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais",Silvanópolis,1
"Avicultura, Ovinocaprinocultura, Mandiocultura, Fruticultura, Olericultura",Nova Olinda,1
"Avicultura, Suinocultura, Mandiocultura, Fruticultura, Extrativismo Vegetal",Nova Olinda,1
"Bovinocultura de Leite, Avicultura, Suinocultura, Fruticultura, Olericultura",Muricilândia,1
"Bovinocultura de Leite, Avicultura, Suinocultura, Fruticultura, Olericultura",Miranorte,1
"Bovinocultura de Leite, Avicultura, Suinocultura, Fruticultura, Olericultura",Ananás,1
"Bovinocultura de Leite, Avicultura, Suinocultura",dois Irmãos do Tocantins,1
"Bovinocultura de Leite, Avicultura, Apicultura/meliponicultura, Mandiocultura",Palmas,1
"Bovinocultura de corte, Avicultura",Paranã,1
"Bovinocultura de corte, Avicultura, Mandiocultura, Fruticultura, Olericultura",Pium,1
"Bovinocultura de Leite, Avicultura, Suinocultura, Ovinocaprinocultura, Mandiocultura",Araguanã,1
"Bovinocultura de corte, Avicultura, Mandiocultura, Fruticultura, Olericultura",Dianópolis,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Fruticultura",Caseara,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",Miracema do Tocantins,1
"Bovinocultura de Leite, Mandiocultura",Xambioá,1
"Avicultura, Olericultura",Rio dos Bois,1
"Mandiocultura, Fruticultura, Olericultura",Pedro Afonso,1
"Bovinocultura de corte, Avicultura, Mandiocultura, Olericultura",Novo Jardim,1
"Bovinocultura de corte, Avicultura",Couto Magalhães,1
Bovinocultura de corte,Bom Jesus do Tocantins,1
Bovinocultura de corte,Cristalândia,1
"Bovinocultura de Leite, Avicultura, Fruticultura, Olericultura, Culturas Anuais",Palmeiras do Tocantins,1
"Bovinocultura de corte, Avicultura, Pisicultura, Mandiocultura, Culturas Anuais",Pugmil,1
"Bovinocultura de corte, Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",Rio dos Bois,1
"Avicultura, Suinocultura, Mandiocultura, Extrativismo Vegetal, cultivo da mangaba",Pium,1
"Bovinocultura de corte, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais",Nova Olinda,1
Olericultura,Caseara,1
"Bovinocultura de corte, Avicultura, Ovinocaprinocultura, Mandiocultura, Fruticultura",Pium,1
"Bovinocultura de corte, Avicultura, Ovinocaprinocultura, Mandiocultura, Fruticultura",Dianópolis,1
"Apicultura/meliponicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",darcinópolis,1
"Bovinocultura de corte, Avicultura, Mandiocultura, Fruticultura",Couto Magalhães,1
Bovinocultura de corte,Rio Sono,1
Avicultura,Xambioá,1
"Bovinocultura de Leite, Avicultura, Apicultura/meliponicultura, Fruticultura, Olericultura",Palmeiras do Tocantins,1
"Bovinocultura de corte, Avicultura, Pisicultura, Mandiocultura, Fruticultura, Olericultura",Almas,1
"Avicultura, Suinocultura, Fruticultura, Olericultura, Culturas Anuais, Extrativismo Vegetal",Nova Olinda,1
"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Olericultura",Riachinho,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Olericultura",Monte do Carmo,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Olericultura",Silvanópolis,1
"Avicultura, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais, Extrativismo Vegetal",Nova Olinda,1
"Bovinocultura de corte, Bovinocultura de Leite, Mandiocultura, Fruticultura, Culturas Anuais",Aparecida do Rio Negro,1
"Apicultura/meliponicultura, Mandiocultura, Fruticultura, Culturas Anuais, Extrativismo Vegetal",Nova Olinda,1
"Bovinocultura de Leite, Mandiocultura",Araguanã,1
"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais",Itaguatins,1
"Bovinocultura de corte, Avicultura, Mandiocultura, Olericultura",Rio dos Bois,1
"Bovinocultura de corte, Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",Araguaína,1
"Bovinocultura de Leite, Avicultura, Pisicultura, Mandiocultura",Almas,1
"Bovinocultura de corte, Bovinocultura de Leite, Avicultura, Suinocultura, Fruticultura",Araguaína,1
"Bovinocultura de corte, Avicultura",Jaú do Tocantins,1
"Bovinocultura de corte, Avicultura, Apicultura/meliponicultura, Mandiocultura, Extrativismo Vegetal",Pium,1
"Bovinocultura de Leite, Apicultura/meliponicultura, Pisicultura, Fruticultura, VIVEIRO DE MUDAS FRUTÍFERAS",Paraíso do Tocantins,1
"Bovinocultura de corte, Avicultura, Suinocultura, Ovinocaprinocultura, Mandiocultura, Fruticultura, Olericultura",Dianópolis,1
"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura",Luzinópolis,1
"Bovinocultura de corte, Bovinocultura de Leite, Suinocultura, Apicultura/meliponicultura, Mandiocultura, Fruticultura",Araguatins,1
"Avicultura, Suinocultura, Mandiocultura, Fruticultura",Santa Maria do Tocantins,1
"Bovinocultura de corte, Avicultura, Suinocultura, Ovinocaprinocultura, Fruticultura, Culturas Anuais, Extrativismo Vegetal",São Bento do Tocantins,1
"Bovinocultura de corte, Bovinocultura de Leite, Avicultura, Suinocultura, Ovinocaprinocultura, Mandiocultura, Fruticultura",Araguaína,1
"Bovinocultura de corte, Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",Dianópolis,1
"Avicultura, Mandiocultura, Fruticultura, Olericultura",Palmeiras do Tocantins,1
"Bovinocultura de Leite, Mandiocultura",Divinópolis do Tocantins,1
"Bovinocultura de Leite, Mandiocultura",Axixá do Tocantins,1
Avicultura,Dianópolis,1
Horticultura,Araguaína,1
"Bovinocultura de corte, Bovinocultura de Leite, Suinocultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais, AGROINDÚSTRIA LÁCTEA",Rio da Conceição,1
"Mandiocultura, Fruticultura",Santa Maria do Tocantins,1
"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura",Miracema do Tocantins,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura",Bandeirantes do Tocantins,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Fruticultura",Chapada de Areia,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Mandiocultura",Goiatins,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Mandiocultura, Fruticultura",Chapada de Areia,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Fruticultura",Cristalândia,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Fruticultura",Miranorte,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Fruticultura",Axixá do Tocantins,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Fruticultura",Piraquê,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Culturas Anuais",Xambioá,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Mandiocultura, Fruticultura, Culturas Anuais",Rio dos Bois,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Mandiocultura, Fruticultura, Culturas Anuais",Babaçulândia,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Mandiocultura, Fruticultura, Culturas Anuais",Piraquê,1
"Bovinocultura de corte, Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura",Santa Fé do Araguaia,1
