Unnamed: 0,municipio_original,regional,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens,municipio_norm,COD_UF,COD,NOME,nome_norm,nome_match,COD_fuzzy,COD_UF_fuzzy,NOME_fuzzy,nome_norm_fuzzy,codigo_final,uf_final,municipio_ibge
660,Miranorte,Miracema,Pouco degradado,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
661,Figueirópolis,Gurupi,Pouco degradado,figueiropolis,17.0,1707652.0,Figueirópolis,figueiropolis,,,,,,1707652.0,17.0,Figueirópolis
662,Figueirópolis,Gurupi,Pouco degradado,figueiropolis,17.0,1707652.0,Figueirópolis,figueiropolis,,,,,,1707652.0,17.0,Figueirópolis
663,Paraíso do Tocantins,Paraiso,,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
664,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
665,FILADÉLFIA,Araguaina,Não possui degradação,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
666,Novo Acordo,Porto,Pouco degradado,novo acordo,17.0,1715101.0,Novo Acordo,novo acordo,,,,,,1715101.0,17.0,Novo Acordo
667,Pium,Paraiso,Pouco degradado,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
668,ABREULANDIA,Paraiso,Pouco degradado,abreulandia,17.0,1700251.0,Abreulândia,abreulandia,,,,,,1700251.0,17.0,Abreulândia
669,XAMBIOÁ,Araguaina,Pouco degradado,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
670,Aurora do Tocantins,Taguatinga,Pouco degradado,aurora do tocantins,17.0,1702703.0,Aurora do Tocantins,aurora do tocantins,,,,,,1702703.0,17.0,Aurora do Tocantins
671,Goiatins,Araguaina,Pouco degradado,goiatins,17.0,1709005.0,Goiatins,goiatins,,,,,,1709005.0,17.0,Goiatins
672,Barrolândia,Paraiso,Degradação Média,barrolandia,17.0,1703107.0,Barrolândia,barrolandia,,,,,,1703107.0,17.0,Barrolândia
673,DIVINÓPOLIS,Paraiso,Pouco degradado,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
674,DIVINOPOLIS-TO,Paraiso,Pouco degradado,divinopolis-to,,,,,,,,,,,,
675,PARANÃ-TO,Taguatinga,Pouco degradado,parana-to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
676,LAGOA DA CONFUSÃO -TO,Paraiso,Não possui degradação,lagoa da confusao -to,,,,,lagoa da confusao,1711902.0,17.0,Lagoa da Confusão,lagoa da confusao,1711902.0,17.0,Lagoa da Confusão
677,PARANÃ TO,Taguatinga,Pouco degradado,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
678,Tocantínia,Miracema,Degradação Média,tocantinia,17.0,1721109.0,Tocantínia,tocantinia,,,,,,1721109.0,17.0,Tocantínia
679,Chapada da Natividade,Porto,Pouco degradado,chapada da natividade,17.0,1705102.0,Chapada da Natividade,chapada da natividade,,,,,,1705102.0,17.0,Chapada da Natividade
680,Cariri do Tocantins,Gurupi,Pouco degradado,cariri do tocantins,17.0,1703867.0,Cariri do Tocantins,cariri do tocantins,,,,,,1703867.0,17.0,Cariri do Tocantins
681,Rio dos Bois,Miracema,Pouco degradado,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
682,Pedro Afonso,Miracema,Pouco degradado,pedro afonso,17.0,1716505.0,Pedro Afonso,pedro afonso,,,,,,1716505.0,17.0,Pedro Afonso
683,FIGUEIRÓPOLIS - TO,Gurupi,Não possui degradação,figueiropolis - to,,,,,figueiropolis,1707652.0,17.0,Figueirópolis,figueiropolis,1707652.0,17.0,Figueirópolis
684,CARIRI TOCANTINS,Gurupi,Pouco degradado,cariri tocantins,,,,,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins
685,Chapada da Natividade,Porto,Degradação Média,chapada da natividade,17.0,1705102.0,Chapada da Natividade,chapada da natividade,,,,,,1705102.0,17.0,Chapada da Natividade
686,Peixe,Gurupi,Pouco degradado,peixe,17.0,1716604.0,Peixe,peixe,,,,,,1716604.0,17.0,Peixe
687,DIVINÓPOLIS,Paraiso,Não possui degradação,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
688,SÃO BENTO DO TOCANTINS,Araguatins,,sao bento do tocantins,17.0,1720101.0,São Bento do Tocantins,sao bento do tocantins,,,,,,1720101.0,17.0,São Bento do Tocantins
689,CHAPADA DA NATIVIDADE-TO,Porto,Pouco degradado,chapada da natividade-to,,,,,chapada da natividade,1705102.0,17.0,Chapada da Natividade,chapada da natividade,1705102.0,17.0,Chapada da Natividade
690,CHAPADA DA NATIVIDADE-TO,Porto,Pouco degradado,chapada da natividade-to,,,,,chapada da natividade,1705102.0,17.0,Chapada da Natividade,chapada da natividade,1705102.0,17.0,Chapada da Natividade
691,FIGUEIRÓPOLIS - TO,Gurupi,Pouco degradado,figueiropolis - to,,,,,figueiropolis,1707652.0,17.0,Figueirópolis,figueiropolis,1707652.0,17.0,Figueirópolis
692,PARAÍSO DO TOCANTINS,Paraiso,Pouco degradado,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
693,Peixe,Gurupi,Pouco degradado,peixe,17.0,1716604.0,Peixe,peixe,,,,,,1716604.0,17.0,Peixe
694,CARIRI TOCANTINS,Gurupi,Pouco degradado,cariri tocantins,,,,,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins
695,Paraíso do Tocantins,Paraiso,Pouco degradado,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
696,SÃO BENTO DO TOCANTINS,Araguatins,,sao bento do tocantins,17.0,1720101.0,São Bento do Tocantins,sao bento do tocantins,,,,,,1720101.0,17.0,São Bento do Tocantins
697,Silvanópolis,Porto,Muito degradado,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
698,Goiatins,Araguaina,Pouco degradado,goiatins,17.0,1709005.0,Goiatins,goiatins,,,,,,1709005.0,17.0,Goiatins
699,RIO SONO - TO,Miracema,Pouco degradado,rio sono - to,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
700,Porto Alegre do Tocantins,Taguatinga,Degradação Média,porto alegre do tocantins,17.0,1718006.0,Porto Alegre do Tocantins,porto alegre do tocantins,,,,,,1718006.0,17.0,Porto Alegre do Tocantins
701,PARANÃ -TO,Taguatinga,Não possui degradação,parana -to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
702,Porto Alegre do Tocantins,Taguatinga,Degradação Média,porto alegre do tocantins,17.0,1718006.0,Porto Alegre do Tocantins,porto alegre do tocantins,,,,,,1718006.0,17.0,Porto Alegre do Tocantins
703,Chapada de Areia,Paraiso,Pouco degradado,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
704,Rio Sono,Miracema,Pouco degradado,rio sono,17.0,1718758.0,Rio Sono,rio sono,,,,,,1718758.0,17.0,Rio Sono
705,Figueiropolis-TO,Gurupi,Pouco degradado,figueiropolis-to,,,,,figueiropolis,1707652.0,17.0,Figueirópolis,figueiropolis,1707652.0,17.0,Figueirópolis
706,Colméia,Colinas,Pouco degradado,colmeia,17.0,1716703.0,Colméia,colmeia,,,,,,1716703.0,17.0,Colméia
707,Cristalândia,Paraiso,Não possui degradação,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
708,PARANÃ TO,Taguatinga,Pouco degradado,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
709,Silvanópolis,Porto,Degradação Média,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
710,SANTA FÉ DO ARAGUAINA,Araguaina,Pouco degradado,santa fe do araguaina,,,,,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia
711,DOIS IRMÃOS DO TOCANTINS,Paraiso,Pouco degradado,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
712,DIVINÓPOLIS,Paraiso,Não possui degradação,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
713,Rio Sono,Miracema,Pouco degradado,rio sono,17.0,1718758.0,Rio Sono,rio sono,,,,,,1718758.0,17.0,Rio Sono
714,Xambioá,Araguaina,Pouco degradado,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
715,MONTE DO CARMO-TO.,Porto,Pouco degradado,monte do carmo-to.,,,,,monte do carmo,1713601.0,17.0,Monte do Carmo,monte do carmo,1713601.0,17.0,Monte do Carmo
716,Paraíso do Tocantins,Paraiso,Pouco degradado,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
717,Filadélfia,Araguaina,Pouco degradado,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
718,Dianópolis,Taguatinga,Não possui degradação,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
719,Santa Rita do Tocantins,Gurupi,Muito degradado,santa rita do tocantins,17.0,1718899.0,Santa Rita do Tocantins,santa rita do tocantins,,,,,,1718899.0,17.0,Santa Rita do Tocantins
720,CARIRI DO TOCANTINS - TO,Gurupi,Degradação Média,cariri do tocantins - to,,,,,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins
721,DIANÓPOLIS,Taguatinga,Pouco degradado,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
722,Porto Alegre do Tocantins,Taguatinga,Degradação Média,porto alegre do tocantins,17.0,1718006.0,Porto Alegre do Tocantins,porto alegre do tocantins,,,,,,1718006.0,17.0,Porto Alegre do Tocantins
723,Marianópolis do Tocantins,Paraiso,Degradação Média,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
724,Goiatins,Araguaina,Pouco degradado,goiatins,17.0,1709005.0,Goiatins,goiatins,,,,,,1709005.0,17.0,Goiatins
725,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
726,SANTA MARIA DO TO.,Miracema,,santa maria do to.,,,,,santa terezinha do tocantins,1720002.0,17.0,Santa Terezinha do Tocantins,santa terezinha do tocantins,1720002.0,17.0,Santa Terezinha do Tocantins
727,Miranorte,Miracema,Pouco degradado,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
728,Marianópolis do Tocantins,Paraiso,Degradação Média,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
729,Araguaína,Araguaina,Pouco degradado,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
730,Araguaína,Araguaina,Pouco degradado,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
731,Pedro Afonso,Miracema,Pouco degradado,pedro afonso,17.0,1716505.0,Pedro Afonso,pedro afonso,,,,,,1716505.0,17.0,Pedro Afonso
732,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
733,CASEARA - TO,Paraiso,Não possui degradação,caseara - to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
734,CARIRI DO TOCANTIINS -TO,Gurupi,Degradação Média,cariri do tocantiins -to,,,,,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins
735,Filadélfia,Araguaina,Pouco degradado,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
736,CACHOEIRINHA-TO,Araguatins,Pouco degradado,cachoeirinha-to,,,,,cachoeirinha,1703826.0,17.0,Cachoeirinha,cachoeirinha,1703826.0,17.0,Cachoeirinha
737,Aliança do Tocantins,Gurupi,Degradação Média,alianca do tocantins,17.0,1700350.0,Aliança do Tocantins,alianca do tocantins,,,,,,1700350.0,17.0,Aliança do Tocantins
738,Paraíso do Tocantins,Paraiso,Pouco degradado,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
739,Pium,Paraiso,Pouco degradado,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
740,Marianópolis do Tocantins,Paraiso,Degradação Média,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
741,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
742,Marianópolis do Tocantins,Paraiso,Muito degradado,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
743,ARAGOMINAS -TO,Araguaina,Pouco degradado,aragominas -to,,,,,aragominas,1701309.0,17.0,Aragominas,aragominas,1701309.0,17.0,Aragominas
744,PARANÃ TO,Taguatinga,Pouco degradado,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
745,Pedro Afonso,Miracema,Degradação Média,pedro afonso,17.0,1716505.0,Pedro Afonso,pedro afonso,,,,,,1716505.0,17.0,Pedro Afonso
746,Nova Olinda,Araguaina,Degradação Média,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
747,Wanderlândia,Araguaina,Não possui degradação,wanderlandia,17.0,1722081.0,Wanderlândia,wanderlandia,,,,,,1722081.0,17.0,Wanderlândia
748,Xambioá,Araguaina,Pouco degradado,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
749,Araguaína,Araguaina,Pouco degradado,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
750,Piraquê,Araguaina,Não possui degradação,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
751,MONTE SANTO TO,Paraiso,Pouco degradado,monte santo to,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
752,MONTE SANTO,Paraiso,Degradação Média,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
753,Chapada de Areia,Paraiso,Não possui degradação,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
754,Chapada de Areia,Paraiso,Pouco degradado,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
755,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
756,ESPERANTINA -TO,Araguatins,Não possui degradação,esperantina -to,,,,,esperantina,1707405.0,17.0,Esperantina,esperantina,1707405.0,17.0,Esperantina
757,MONTE SANTO -TO,Paraiso,Pouco degradado,monte santo -to,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
758,DIANÓPOLIS,Taguatinga,Não possui degradação,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
759,Angico,Araguatins,Degradação Média,angico,17.0,1701051.0,Angico,angico,,,,,,1701051.0,17.0,Angico
760,PARANÃ O,Taguatinga,Pouco degradado,parana o,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
761,PARANÃ TO,Taguatinga,Pouco degradado,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
762,Dianópolis,Taguatinga,Não possui degradação,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
763,Babaçulandia,Araguaina,Pouco degradado,babaculandia,17.0,1703008.0,Babaçulândia,babaculandia,,,,,,1703008.0,17.0,Babaçulândia
764,SÃO MIGUEL,Araguatins,Degradação Média,sao miguel,,,,,sao miguel do tocantins,1720200.0,17.0,São Miguel do Tocantins,sao miguel do tocantins,1720200.0,17.0,São Miguel do Tocantins
765,Dianópolis,Taguatinga,Pouco degradado,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
766,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
767,Ipueiras,Porto,Degradação Média,ipueiras,17.0,1709807.0,Ipueiras,ipueiras,,,,,,1709807.0,17.0,Ipueiras
768,bABAÇULÂNDIA,Araguaina,Pouco degradado,babaculandia,17.0,1703008.0,Babaçulândia,babaculandia,,,,,,1703008.0,17.0,Babaçulândia
769,ALIANÇA DO TOCANTINS,Gurupi,Muito degradado,alianca do tocantins,17.0,1700350.0,Aliança do Tocantins,alianca do tocantins,,,,,,1700350.0,17.0,Aliança do Tocantins
770,Marianópolis do Tocantins,Paraiso,Degradação Média,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
771,Palmeiras do Tocantins,Araguatins,Pouco degradado,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
772,Palmeiras do Tocantins,Araguatins,Pouco degradado,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
773,Piraquê,Araguaina,Pouco degradado,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
774,Pedro Afonso,Miracema,Degradação Média,pedro afonso,17.0,1716505.0,Pedro Afonso,pedro afonso,,,,,,1716505.0,17.0,Pedro Afonso
775,FÁTIMA - TO,Porto,Degradação Média,fatima - to,,,,,fatima,1707553.0,17.0,Fátima,fatima,1707553.0,17.0,Fátima
776,Piraquê,Araguaina,Pouco degradado,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
777,Piraquê,Araguaina,Pouco degradado,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
778,Piraquê,Araguaina,Não possui degradação,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
779,Xambioá,Araguaina,Pouco degradado,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
780,Marianópolis do Tocantins,Paraiso,Degradação Média,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
781,TABOCÃO,Miracema,Pouco degradado,tabocao,,,,,fortaleza do tabocao,1708254.0,17.0,Fortaleza do Tabocão,fortaleza do tabocao,1708254.0,17.0,Fortaleza do Tabocão
782,Aragominas,Araguaina,Pouco degradado,aragominas,17.0,1701309.0,Aragominas,aragominas,,,,,,1701309.0,17.0,Aragominas
783,Gurupi,Gurupi,Pouco degradado,gurupi,17.0,1709500.0,Gurupi,gurupi,,,,,,1709500.0,17.0,Gurupi
784,CRIXÁS DO TOCANTINS,Gurupi,Degradação Média,crixas do tocantins,17.0,1706258.0,Crixás do Tocantins,crixas do tocantins,,,,,,1706258.0,17.0,Crixás do Tocantins
785,Palmas,Porto,Não possui degradação,palmas,17.0,1721000.0,Palmas,palmas,,,,,,1721000.0,17.0,Palmas
786,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
787,Gurupi-TO,Gurupi,Pouco degradado,gurupi-to,,,,,gurupi,1709500.0,17.0,Gurupi,gurupi,1709500.0,17.0,Gurupi
788,Gurupi-TO,Gurupi,Pouco degradado,gurupi-to,,,,,gurupi,1709500.0,17.0,Gurupi,gurupi,1709500.0,17.0,Gurupi
789,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
790,TABOCÃO,Miracema,Pouco degradado,tabocao,,,,,fortaleza do tabocao,1708254.0,17.0,Fortaleza do Tabocão,fortaleza do tabocao,1708254.0,17.0,Fortaleza do Tabocão
791,PIRAQUÊ,Araguaina,Pouco degradado,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
792,GUARAÍ,Colinas,Não possui degradação,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
793,ALMAS TO,Taguatinga,Não possui degradação,almas to,,,,,almas,1700400.0,17.0,Almas,almas,1700400.0,17.0,Almas
794,Chapada de Areia,Paraiso,Pouco degradado,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
795,Pedro Afonso,Miracema,Não possui degradação,pedro afonso,17.0,1716505.0,Pedro Afonso,pedro afonso,,,,,,1716505.0,17.0,Pedro Afonso
796,DOIS IRMÃOS DO TOCANTINS,Paraiso,Degradação Média,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
797,Marianópolis do Tocantins,Paraiso,Muito degradado,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
798,Guaraí,Colinas,Não possui degradação,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
799,Chapada de Areia,Paraiso,Pouco degradado,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
800,Xambioá,Araguaina,Pouco degradado,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
801,Araguaína,Araguaina,Pouco degradado,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
802,Praia Norte,Araguatins,Degradação Média,praia norte,17.0,1718303.0,Praia Norte,praia norte,,,,,,1718303.0,17.0,Praia Norte
803,SÍTIO NOVO DO TO,Araguatins,Degradação Média,sitio novo do to,,,,,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins
804,Araguaína,Araguaina,Pouco degradado,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
805,Piraquê,Araguaina,Não possui degradação,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
806,DIANÓPOLIS,Taguatinga,Não possui degradação,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
807,Novo Acordo,Porto,Muito degradado,novo acordo,17.0,1715101.0,Novo Acordo,novo acordo,,,,,,1715101.0,17.0,Novo Acordo
808,SÍTIO NOVO DO TO,Araguatins,Pouco degradado,sitio novo do to,,,,,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins
809,Nova Olinda,Araguaina,Degradação Média,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
810,SILVANÓPOLIS,Porto,Pouco degradado,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
811,Piraquê,Araguaina,Pouco degradado,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
812,"P.A Tamboril, Angico - TO",Araguatins,Degradação Média,"p.a tamboril, angico - to",,,,,angico,1701051.0,17.0,Angico,angico,1701051.0,17.0,Angico
813,Piraquê,Araguaina,Pouco degradado,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
814,Angico,Araguatins,Degradação Média,angico,17.0,1701051.0,Angico,angico,,,,,,1701051.0,17.0,Angico
815,Piraquê,Araguaina,Degradação Média,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
816,Marianópolis do Tocantins,Paraiso,Degradação Média,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
817,Gurupi,Gurupi,Pouco degradado,gurupi,17.0,1709500.0,Gurupi,gurupi,,,,,,1709500.0,17.0,Gurupi
818,Piraquê,Araguaina,Pouco degradado,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
819,TABOCÃO,Miracema,Pouco degradado,tabocao,,,,,fortaleza do tabocao,1708254.0,17.0,Fortaleza do Tabocão,fortaleza do tabocao,1708254.0,17.0,Fortaleza do Tabocão
820,Nova Olinda,Araguaina,Pouco degradado,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
821,DIANÓPOLIS,Taguatinga,Não possui degradação,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
822,PALMEIRAS,Araguatins,Pouco degradado,palmeiras,,,,,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins
823,Tupirama,Miracema,Pouco degradado,tupirama,17.0,1721257.0,Tupirama,tupirama,,,,,,1721257.0,17.0,Tupirama
824,Xambioá,Araguaina,Degradação Média,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
825,Araguanã,Araguaina,Pouco degradado,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
826,Araguanã,Araguaina,Não possui degradação,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
827,Marianópolis do Tocantins,Paraiso,Degradação Média,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
